scn_name,line_id,bus0,bus1,type,carrier,x,r,g,b,s_nom,s_nom_extendable,s_nom_min,s_nom_max,s_max_pu,build_year,lifetime,capital_cost,length,cables,terrain_factor,num_parallel,v_ang_min,v_ang_max,v_nom,geom,topo,Projekt,Projekt_id,Maßnahme,Startpunkt,subst_name0,Endpunkt,subst_name1,Coordinate0,Coordinate1,Length type,Length,Trassenlänge in km,Trassenlänge in km.1,Spannung,NOVA-Typ,Art,s_nom.1,cables.1,Bundesländer,NOVA-Kategorie,TYNDP,PCI,EnLAG / BBP,anvisierte Inbetriebnahme,Umsetzungsstand,ÜNB,M-Nr.,Szenario,Anmerkung
TTG-P33,29376,,,,AC,,,,,,,,,,2023,40,,65,6,,2,,,,,,BBP,10,Wahle – Hattorf – Helmstedt – Landes- grenze NI/ST (Mast 6) – Wolmirstedt,Wahle,,Hattorf,,,,Bestand,,,65,380,Umbeseilung,Leitung,,6,NI,NV,,,BBP Nr. 10,2023,3: vor oder im PFV/ Genehmigung nach BImSchG,,,,
TTG-P33,29377,,,,AC,,,,,,,,,,2025,40,,,6,,2,,,,,,BBP,10,Wahle – Hattorf – Helmstedt – Landes- grenze NI/ST (Mast 6) – Wolmirstedt,Hattorf,,Helmstedt,,,,Bestand,,,*,380,Umbeseilung,Leitung,,6,NI,NV,,,BBP Nr. 10,2025,3: vor oder im PFV/ Genehmigung nach BImSchG,,,,
TTG-P33,29378,,,,AC,,,,,3600,,,,,2025,40,,65,6,,2,,,,,,BBP,10,Wahle – Hattorf – Helmstedt – Landes- grenze NI/ST (Mast 6) – Wolmirstedt,Helmstedt,,Wolmirstedt,,,,Bestand,,,*,380,Umbeseilung,Leitung,3600,6,NI,NV,,,BBP Nr. 10,2025,3: vor oder im PFV/ Genehmigung nach BImSchG,,,,
TTG-P46,29379,,,,AC,,,,,2700,,,,,2022,40,,182,6,,2,,,,,,BBP,18,Redwitz – Mechlenreuth – Etzenricht – Schwandorf (Ostbayernring),Redwitz,,Mechlenreuth,,,,Bestand,,,182,380,Errichtung einer Lei- tung: Ersatzneubau,Leitung,2700,6,BY,NV,,,BBP Nr. 18,2022,3: vor oder im PFV/ Genehmigung nach BImSchG,,,,4000A For both circuits?
TTG-P46,29380,,,,AC,,,,,2700,,,,,2025,40,,,6,,2,,,,,,BBP,18,,Mechlenreuth,,Etzenricht,,,,Bestand,,,*,380,Errichtung einer Lei- tung: Ersatzneubau,Leitung,2700,6,BY,NV,,,BBP Nr. 18,"2024 /
2025",3: vor oder im PFV/ Genehmigung nach BImSchG,,,,4000A For both circuits?
TTG-P46,29381,,,,AC,,,,,2700,,,,,2025,40,,,6,,2,,,,,,BBP,18,,Etzenricht,, Schwandorf (Ostbayernring),,,,Bestand,,,*,380,Errichtung einer Lei- tung: Ersatzneubau,Leitung,2700,6,BY,NV,,,BBP Nr. 18,"2024 /
2025",3: vor oder im PFV/ Genehmigung nach BImSchG,,,,4000A For both circuits?
TTG-P48,29382,,,,AC,,,,,2700,,,,,2025,40,,50,3,,1,,,,,,BBP,20,Grafenrheinfeld – Punkt Rittershausen,Grafenrheinfeld,,Punkt Rittershausen,,,,Bestand,,,50,380,Zubeseilung,Leitung,2700,3,BY,NV,,,BBP Nr. 20,"2024 /
2025",3: vor oder im PFV/ Genehmigung nach BImSchG,,,,
TTG-P67,29383,,,,AC,,,,,2700,,,,,2024,40,,13,6,,2,,,,,,BBP,32,Simbach – Matzenhof - Bundesgrenze AT,Simbach,,Matzenhof,,,,Bestand,,,13,380,Errichtung einer Lei- tung: Ersatzneubau,Leitung,2700,6,BY,NV,x,x,BBP Nr. 32,2024,3: vor oder im PFV/ Genehmigung nach BImSchG,,,,4000A For both circuits?
TTG-P67,29384,,43761,,AC,,,,,2700,,,,,2026,40,,,6,,2,,,,,,BBP,32,,Matzenhof,,Bundesgrenze AT,,,13.60427444018489 47.549498217049525,Bestand,,,*,380,Errichtung einer Lei- tung: Ersatzneubau,Leitung,2700,6,BY,NV,x,x,BBP Nr. 32,"2024,
2026",3: vor oder im PFV/ Genehmigung nach BImSchG,,,,4000A For both circuits?
TTG-P67,29385,,,,AC,,,,,2700,,,,,2026,40,,7,6,,2,,,,,,BBP,32,Altheim – Adlkofen,Altheim,,Adlkofen,,,,Bestand,,,7,380,Errichtung einer Lei- tung: Ersatzneubau,Leitung,2700,6,BY,NV,x,x,BBP Nr. 32,"2024,
2026",3: vor oder im PFV/ Genehmigung nach BImSchG,,,,4000A For both circuits?
TTG-P67,29386,,,,AC,,,,,2700,,,,,2026,40,,66,6,,2,,,,,,BBP,32,Adlkofen – Matzenhof,Adlkofen,,Matzenhof,,,,Bestand,,,66,380,Errichtung einer Lei- tung: Ersatzneubau,Leitung,2700,6,BY,NV,x,x,BBP Nr. 32,"2024,
2026",3: vor oder im PFV/ Genehmigung nach BImSchG,,,,4000A For both circuits?
TTG-P69,29387,,,,AC,,,,,2400,,,,,2026,40,,61,6,,2,,,,,,BBP,34,Emden / Ost – Conneforde,Emden Ost,,Conneforde,,,,Bestand,,,61,380,Errichtung einer Lei- tung: Ersatzneubau,Leitung,2400,6,NI,NV,x,,BBP Nr. 34,"2024,
2026",4: Genehmigt oder im Bau,,,,3600A for both circuits?
TTG-P72,29388,,,,AC,,,,,,,,,,2022,40,,50,6,,2,,,,,,BBP,42,Kreis Segeberg – Lübeck / West,Kreis Segeberg,,Lübeck West,,,,Bestand,,,50,380,Errichtung einer Lei- tung: Ersatzneubau,Leitung,,6,SH,NV,x,,BBP Nr. 42,"2021,
2022",3: vor oder im PFV/ Genehmigung nach BImSchG,,,,
TTG-P118,29389,,,,AC,,,,,2700,,,,,2025,40,,41,6,,2,,,,,,BBP,43,Borken – Mecklar,Borken,,Mecklar,,,,Bestand,,,41,380,Umbeseilung,Leitung,2700,6,HE,NV,,,BBP Nr. 43,2025,3: vor oder im PFV/ Genehmigung nach BImSchG,,,,"HTL Umbeseilung, 4000A for both circuits"
TTG-P151,29390,,,,AC,,,,,2700,,,,,2024,40,,43,6,,2,,,,,,BBP,45,Borken – Twistetal,Borken,,Twistetal,,,,Bestand,,,43,380,Umbeseilung,Leitung,2700,6,HE,NV,,,BBP Nr. 45,"2023,
2024","3: vor oder im PFV/ Genehmigung nach BImSchG,
4: Genehmigt oder im Bau",,,,"HTL Umbeseilung, 4000A for both circuits"
TTG-P185,29391,,,,AC,,,,,2400,,,,,2023,40,,38,,,,,,,,,BBP,46,Redwitz – Landes- grenze BY / TH (Punkt Tschirn),Redwitz,,Punkt Tschirn (Landes- grenze BY / TH),,,,Bestand,,,38,380,Änderung oder Erweiterung einer Leitung: Zu- oder Umbeseilung,Leitung,2400,6,BY,NV,,,BBP Nr. 46,"2022,
2023",4: Genehmigt oder im Bau,,,,3600A
TNG-P47,29392,,,,AC,,,,,,,,,,2021,40,,76,,,,,,,,,BBP,19,Weinheim – Daxlanden,Weinheim,,Daxlanden,,,,Bestand,,,76,380,Errichtung einer Lei- tung: Ersatzneubau,Leitung,,,BW,NV,,,BBP Nr. 19,2021,2: Im ROV/BFP,,,,
TNG-P47,29393,,,,AC,,,,,,,,,,2031,40,,17,,,,,,,,,BBP,19,Weinheim – Mannheim (G380),Weinheim,,Mannheim (G380),,,,Bestand,,,17,380,Errichtung einer Lei- tung: Ersatzneubau,Leitung,,,BW,NV,,,BBP Nr. 19,"2028,
2031",2: Im ROV/BFP,,,,
TNG-P47,29394,,,,AC,,,,,,,,,,2031,40,,22.5,,,,,,,,,BBP,19,Mannheim (G380) – Altlußheim,Mannheim (G380),,Altlußheim,,,,Bestand,,,22.5,380,Errichtung einer Lei- tung: Ersatzneubau,Leitung,,,BW,NV,,,BBP Nr. 19,"2028,
2031",2: Im ROV/BFP,,,,
TNG-P47,29395,,,,AC,,,,,,,,,,2031,40,,42,,,,,,,,,BBP,19,Altlußheim – Daxlanden,Altlußheim,,Daxlanden,,,,Bestand,,,42,380,Errichtung einer Lei- tung: Ersatzneubau,Leitung,,,BW,NV,,,BBP Nr. 19,"2028,
2031",2: Im ROV/BFP,,,,Bestehende Leitung erneuert
TNG-P48,29396,,,,AC,,,,,,,,,,2031,40,,51,3,,1,,,,,,BBP,20,Punkt Rittershausen – Kupferzell,Punkt Rittershausen,,Kupferzell,,,,Bestand,,,51,380,Zubeseilung,Leitung,,3,"BY, BW",NV,,,BBP Nr. 20,"2028,
2031",3: vor oder im PFV/ Genehmigung nach BImSchG,,,,
TNG-P48,29397,,,,AC,,,,,,,,,,2025,40,,48,3,,1,,,,,,BBP,20,Kupferzell – Großgartach,Kupferzell,,Großgartach,,,,Bestand,,,48,380,Errichtung einer Lei- tung: Ersatzneubau,Leitung,,3,BW,NV,,,BBP Nr. 20,2025,3: vor oder im PFV/ Genehmigung nach BImSchG,,,,Ersatzneubau
TNG-P49,29398,,,,AC,,,,,,,,,,2025,40,,119,,,,,,,,,BBP,21,Daxlanden – Bühl/ Kuppenheim – Weier – Eichstetten,Daxlanden,,Bühl Kuppenheim,,,,Bestand,,,119,380,Errichtung einer Lei- tung: Ersatzneubau,Leitung,,,BW,NV,,,BBP Nr. 21,2025,3: vor oder im PFV/ Genehmigung nach BImSchG,,,,Teilweise HTLS_Beseilung
TNG-P49,29399,,,,AC,,,,,,,,,,2029,40,,,,,,,,,,,BBP,21,,Bühl Kuppenheim,,Weier,,,,Bestand,,,*,380,Errichtung einer Lei- tung: Ersatzneubau,Leitung,,,BW,NV,,,BBP Nr. 21,"2028,
2029",3: vor oder im PFV/ Genehmigung nach BImSchG,,,,
TNG-P49,29400,,,,AC,,,,,,,,,,2029,40,,,,,,,,,,,BBP,21,,Weier,,Eichstetten,,,,Bestand,,,*,380,Errichtung einer Lei- tung: Ersatzneubau,Leitung,,,BW,NV,,,BBP Nr. 21,"2028,
2029",3: vor oder im PFV/ Genehmigung nach BImSchG,,,,
TNG-P70,29401,,,,AC,,,,,,,,,,2029,40,,25.7,,,,,,,,,BBP,35,Birkenfeld – Mast 115A,Birkenfeld,,Mast 115A,,,,Ausbau,,11.5,14.2,380,"Errichtung einer Leitung: Neubau in neuer Trasse, Zubeseilung",Leitung,,,BW,NVA,,,BBP Nr. 35,"2028,
2029",3: vor oder im PFV/ Genehmigung nach BImSchG,,,,Einbindung in Leitung: Pulverdingen – Philippsburg
DC1,29402,,,,DC,,,,,2000,,,,,2022,40,,300,,,,,,,,,BBP,1,Emden / Ost – Osterath,Emden Ost,,Osterath,,,,Ausbau,,300,,,Errichtung einer Leitung: Neubau in neuer Trasse,Leitung,2000,,"NI, NW",,x,,BBP Nr. 1,"2021,
2022",3: vor oder im PFV/ Genehmigung nach BImSchG,AMP,,,Nur Leistungsanagbe 2 GW (Nennleistung)
DC2,29403,,,,DC,,,,,2000,,,,,2027,40,,340,,,,,,,,,BBP,2,Osterath – Philippsburg (Ultranet),Osterath,,Philippsburg (Ultranet),,,,Bestand,,,340,380,"Errichtung einer Leitung: Ersatzneu- bau, Änderung oder Erweiterung einer Leitung: Zu- oder Umbeseilung",Leitung,2000,,"NW,
HE, BW",NV,x,x,BBP Nr. 2,"2025,
2027",3: vor oder im PFV/ Genehmigung nach BImSchG,"AMP, TNG",,,Nur Leistungsanagbe 2 GW (Nennleistung)
DC3,29404,,,,DC,,,,,2000,,,,,2024,40,,689,,,,,,,,,BBP,3,Brunsbüttel – Großgartach (SuedLink),Brunsbüttel,,Großgartach (SuedLink),,,,Ausbau,,689,,,Errichtung einer Leitung: Neubau in neuer Trasse,Leitung,2000,,"SH,NI,HE,TH,BY, BW",,x,x,BBP Nr. 3,"2023/
2024,
2026",3: vor oder im PFV/ Genehmigung nach BImSchG,"TTG, TNG",,,Nur Leistungsanagbe 2 GW (Nennleistung)
DC4,29405,,,,DC,,,,,2000,,,,,2028,40,,538,,,,,,,,,BBP,4,Wilster / West – Bergrheinfeld / West (SuedLink),Wilster West,,Bergrheinfeld West (SuedLink),,,,Ausbau,,538,,,Errichtung einer Leitung: Neubau in neuer Trasse,Leitung,2000,,"SH,
NI,
HE,
TH, BY",,x,x,BBP Nr. 4,"2026,
2028",3: vor oder im PFV/ Genehmigung nach BImSchG,"TTG, TNG",,,Nur Leistungsanagbe 2 GW (Nennleistung)
DC5,29406,,,,DC,,,,,2000,,,,,2028,40,,539,,,,,,,,,BBP,5,Wolmirstedt – Isar,Wolmirstedt,,Isar,,,,Ausbau,,539,,,Errichtung einer Leitung: Neubau in neuer Trasse,Leitung,2000,,"ST,
TH,
SN, BY",,x,x,BBP Nr. 5,"2026,
2028",3: vor oder im PFV/ Genehmigung nach BImSchG,"50HzT, TTG",,,Nur Leistungsanagbe 2 GW (Nennleistung)
DC1a,29407,,,,DC,,,,,2400,,,,,2027,40,,300,,,,,,,,,BBPIG,1,Emden / Ost – Osterath,Emden Ost,,Osterath (A-Nord),,,,Bestand,,,300,,Optimierung,Leitung,2400,,"NI, NW",NO,x,,,"2025,
2027",3: Vor oder im PFV/ Genehmigung nach BImSchG,AMP,DC1a,x,"HVDC 2.4 GW, Nutzung inhärenter Reserven"
DC20,29408,,,,DC,,,,,2000,,,,,2027,40,,759,,,,,,,,,BBPIG,5a,Klein Rogahn – Isar,Klein Rogahn,,Isar,,,,Ausbau/Bestand,,220,539,,"Errichtung einer Leitung: Neubau in neuer Trasse, Errichtung einer Leitung: Paral- lelneubau",Leitung,2000,,"MV,
NI,
ST,
SN,
TH, BY",NVA,,,,"2025,
2027",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren 3: Vor oder im PFV/ Genehmigung nach BImSchG,"50HzT, TTG",DC20,x,HVDC 2 GW
DC21,29409,,,,DC,,,,,2000,,,,,2032,40,,267,,,,,,,,,BBPIG,49,Wilhelmshaven 2 - Region Hamm,Wilhelmshaven 2,,Region Hamm,,,,Ausbau,,267,,,Errichtung einer Leitung: Neubau in neuer Trasse,Leitung,2000,,"NI, NW",,x,,,"2030,
2032",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,"AMP, TTG",DC21b,x,HVDC 2 GW
DC25,29410,,,,DC,,,,,2000,,,,,2031,40,,407,,,,,,,,,BBPIG,48,Heide / West – Polsum,Heide West,,Polsum,,,,Ausbau,,407,,,Errichtung einer Leitung: Neubau in neuer Trasse,Leitung,2000,,"SH,
NI, NW",,x,,,"2030,
2031",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,"AMP, TTG",DC25,x,HVDC 2 GW
DC31,29411,,,,DC,,,,,2000,,,,,2031,40,,212,,,,,,,,,,,Heide / West – Klein Rogahn,Heide West,,Klein Rogahn,,,,Ausbau,,212,,,Errichtung einer Leitung: Neubau in neuer Trasse,Leitung,2000,,"SH, MV",,,,,"2030,
2031",,"50HzT, TTG",DC31,x,HVDC 2 GW
DC34,29412,,,,DC,,,,,2000,,,,,2035,40,,528,,,,,,,,,,,Suchraum Rastede – Bürstadt,Suchraum Rastede,,Bürstadt,,,,Ausbau,,528,,,Errichtung einer Leitung: Neubau in neuer Trasse,Leitung,,,"NI, HE",,,,,2035,,"AMP, TTG",DC34,,
P20,29413,,,,AC,,,,,5400,,,,,2035,40,,30,6,,2,,,,,,BBPIG,37,Emden / Ost – Halbemond,Emden Ost,,Halbemond,,,,Ausbau/Bestand,,30,,380,Errichtung einer Leitung: Neubau in neuer Trasse,Leitung,5400,6,NI,,x,,,2035,1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,TTG,M69,x,each 4000A
P22,29414,,,,AC,,,,,5400,,,,,2030,40,,36,6,,2,,,,,,BBPIG,55,Elsfleth / West – Ganderkesee (über Niedervieland),Elsfleth West,,Niedervieland,,,,Bestand,,,36,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,5400,6,"NI, HB",NV,,,,2030,1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,TTG,M80,x,each 4000A
P22,29415,,,,AC,,,,,5400,,,,,2031,40,,,6,,2,,,,,,BBPIG,55,,Niedervieland,,Ganderkesee ,,,,Bestand,,,*,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,5400,6,"NI, HB",NV,,,,"2030,
2031",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,TTG,M80,x,each 4000A
P22,29416,,,,AC,,,,,5400,,,,,2031,40,,32,3,,1,,,,,,BBPIG,54,Conneforde – Unterweser,Conneforde,,Unterweser,,,,Bestand,,,32,380,Änderung oder Erweiterung einer Leitung: Spannungs- umstellung,Leitung,5400,3,NI,NO,,,,"2030,
2031",3: Vor oder im PFV/ Genehmigung nach BImSchG,TTG,M92,x,
P23,29417,,,,AC,,,,,5400,,,,,2025,40,,100,6,,2,,,,,,BBPIG,38,Dollern – Elsfleth / West,Dollern,,Alfstedt,,,,Bestand,,,100,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,5400,6,NI,NV,x,,,2025,1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,TTG,M20,x,each 4000A
P23,29418,,,,AC,,,,,5400,,,,,2029,40,,,6,,2,,,,,,BBPIG,38,,Alfstedt,,Farge,,,,Bestand,,,*,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,5400,6,NI,NV,x,,,"2028,
2029",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,TTG,M20,x,each 4000A
P23,29419,,,,AC,,,,,5400,,,,,2029,40,,,6,,2,,,,,,BBPIG,38,,Farge,,Elsfleth West,,,,Bestand,,,*,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,5400,6,NI,NV,x,,,"2028,
2029",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,TTG,M20,x,each 4000A
P26,29420,,,,AC,,,,,5400,,,,,2029,40,,3,6,,2,,,,,,BBPIG,50,Brunsbüttel – Büttel,Brunsbüttel,,Büttel,,,,Bestand,,,3,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,5400,6,SH,NV,,,,"2028,
2029",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,TTG,M432,x,each 4000A
P26,29421,,,,AC,,,,,5400,,,,,2030,40,,8,6,,2,,,,,,BBPIG,50,Büttel – Wilster/West,Büttel,,Wilster West,,,,Bestand,,,8,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,5400,6,SH,NV,,,,"2029,
2030",1: Vorbereitung Planungs- und Genehmigungsver- fahren,TTG,M76,x,each 4000A
P26,29422,,,,AC,,,,,5400,,,,,2030,40,,44,6,,2,,,,,,BBPIG,50,Wilster / West – Stade / West,Wilster West,,Stade West,,,,Bestand,,,44,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,5400,6,"SH, NI",NV,,,,"2029,
2030",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,TTG,M89,x,each 4000A
P33,29423,,,,AC,,,,,2700,,,,,2030,40,,146,6,,2,,,,,,BBPIG,10,Wolmirstedt – Helmstedt – Hallendorf/Gleidingen– Kreuzung M24b/TTG-006 – Mehrum/Nord,Wolmirstedt,,Helmstadt,,,,Bestand,,,146,380,Errichtung einer Leitung: Paral- lelneubau,Leitung,2700,6,"ST, NI",NV,,,,"2029,
2030","1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren, 3: Vor oder im PFV/ Genehmigung nach BImSchG","50HzT, TTG",M24b,x,Both 4000A
P33,29424,,,,AC,,,,,2700,,,,,2032,40,,,6,,2,,,,,,BBPIG,10,*,Helmstadt,,Hallendorf/Gleidingen,,,,Bestand,,,*,380,Errichtung einer Leitung: Paral- lelneubau,Leitung,2700,6,"ST, NI",NV,,,,"2032
","1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren, 3: Vor oder im PFV/ Genehmigung nach BImSchG","50HzT, TTG",M24b,x,Both 4000A
P33,29425,,,,AC,,,,,2700,,,,,2032,40,,,6,,2,,,,,,BBPIG,10,*,Gleidingen Hallendorf,,Kreuzung M24b/ TTG-006,,,,Bestand,,,*,380,Errichtung einer Leitung: Paral- lelneubau,Leitung,2700,6,"ST, NI",NV,,,,"2027,
2028
(50HzT)
2031,
2032
(TTG)","1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren, 3: Vor oder im PFV/ Genehmigung nach BImSchG","50HzT, TTG",M24b,x,Both 4000A
P33,29426,,,,AC,,,,,2700,,,,,2032,40,,,6,,2,,,,,,BBPIG,10,*,Kreuzung M24b/ TTG-006,,Mehrum Nord,,,,Bestand,,,*,380,Errichtung einer Leitung: Paral- lelneubau,Leitung,2700,6,"ST, NI",NV,,,,"2027,
2028
(50HzT)
2031,
2032
(TTG)","1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren, 3: Vor oder im PFV/ Genehmigung nach BImSchG","50HzT, TTG",M24b,x,Both 4000A
P37,29427,,,,AC,,,,,2700,,,,,2032,40,,87,,,,,,,,,BBPIG,12,Vieselbach – Landesgrenze Thüringen/Hessen,Vieselbach,,Eisenach,,,,Bestand,,,87,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,2700,,TH,NV,,,,"2027,
2028
(50HzT)
2031,
2032
(TTG)",3: Vor oder im PFV/ Genehmigung nach BImSchG,50HzT,M25a,x,HTL Umbeseilung 4000A
P37,29428,,,,AC,,,,,2700,,,,,2027,40,,43,,,,,,,,,BBPIG,12,Landesgrenze Thüringen/Hessen – Mecklar,Eisenach,,Mecklar,,,,Bestand,,,43,380,Änderung oder Erweiterung einer Leitung: Zu- oder Umbeseilung,Leitung,2700,,HE,NV,,,,"2026,
2027",3: Vor oder im PFV/ Genehmigung nach BImSchG,TTG,M25b,x,HTL Umbeseilung 4000A
P43,29429,,,,AC,,,,,5400,,,,,2026,40,,50,6,,2,,,,,,BBPIG,17,Mecklar – Dipperz,Mecklar,,Dipperz,,,,Bestand,,,50,380,Errichtung einer Leitung: Paral- lelneubau,Leitung,5400,6,HE,NV,x,,,"2024,
2026",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,TTG,M74a,x,each 4000A
P43,29430,,,,AC,,,,,5400,,,,,2031,40,,80,6,,2,,,,,,BBPIG,17,Dipperz – Bergrheinfeld / West,Dipperz,,Bergrheinfeld West,,,,Ausbau,,80,,380,Errichtung einer Leitung: Neubau in neuer Trasse,Leitung,5400,6,"HE, BY",,x,,,2031,1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,TTG,M74b,x,each 4000A
P51,29431,,,,AC,,,,,,,,,,2031,40,,27,3,,1,,,,,,BBPIG,22,Großgartach – Endersbach,Großgartach,,Endersbach,,,,Bestand,,,27,380,"Errichtung einer Leitung: Ersatzneubau
Errichtung einer Leitung: Parallelneubau",Leitung,,3,BW,NV,,,,2031,1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,TNG,M37,x,
P52,29432,,10362,,AC,,,,,,,,,,2030,40,,7,,,,,,,,,BBPIG,40,Punkt Neuravensburg – Punkt Bundes- grenze (AT),Punkt Neuravensburg,,Punkt Sigmarszell/Bundes- grenze (AT),,,9.8138546 47.1444672,Bestand,,,7,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,,,"BW, BY",NV,x,,,2030,1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,"AMP, TNG",M94b,x,
P53,29433,,,,AC,,,,,,,,,,2030,40,,45,6,,2,,,,,,BBPIG,41,Raitersaich/West– Ludersheim,Raitersaich/West,,Ludersheim,,,,Bestand,,,45,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,,6,BY,NV,,,,2030,2: Im ROV/BFP,TTG,M54,x,
P53,29434,,,,AC,,,,,5400,,,,,2030,40,,114,6,,2,,,,,,BBPIG,41,Ludersheim - Sittling - Suchraum Stadt Rottenburg/Gemeinde Neufahrn - Altheim,Ludersheim,,Sittling,,,,Bestand,,,114,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,5400,6,BY,NV,,,,"2029,
2030",2: Im ROV/BFP,TTG,M350,x,Each 4000A
P53,29435,,,,AC,,,,,5400,,,,,2029,40,,,6,,2,,,,,,BBPIG,41,,Sittling,,Suchraum Stadt Rottenburg/Gemeinde Neufahrn,,,,Bestand,,,*,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,5400,6,BY,NV,,,,"2028,
2029",2: Im ROV/BFP,TTG,M350,x,Each 4000A
P53,29436,,,,AC,,,,,5400,,,,,2029,40,,,6,,2,,,,,,BBPIG,41,,Suchraum Stadt Rottenburg/Gemeinde Neufahrn,,Altheim,,,,Bestand,,,*,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,5400,6,BY,NV,,,,"2028,
2029",2: Im ROV/BFP,TTG,M350,x,Each 4000A
P72,29437,,,,AC,,,,,,,,,,2029,40,,14,6,,2,,,,,,BBPIG,42,Lübeck / West – Siems,Lübeck West,,Siems,,,,Bestand,,,14,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,,6,SH,NV,x,,,"2028,
2029",3: Vor oder im PFV/ Genehmigung nach BImSchG,TTG,M49,x,
P72,29438,,,,AC,,,,,,,,,,2026,40,,40,6,,2,,,,,,BBPIG,42,Abzweig Göhl,Siems,,Göhl,,,,Ausbau,,40,,380,Errichtung einer Leitung: Neubau in neuer Trasse,Leitung,,6,SH,,x,,,2026,3: Vor oder im PFV/ Genehmigung nach BImSchG,TTG,M351,x,
P74,29439,,,,AC,,,,,,,,,,2027,40,,110,3,,1,,,,,,TYNDP,47,Vöhringen - Punkt Bundesgrenze (AT),Vöhringen,,Memmingen,,,,Bestand,,,110,380,Zubeseilung,Leitung,,3,,,,,,2027,1: Vorbereitung Planungs- und Genehmigungsverfahren,AMP,M96,,between Bavarian Swabia and Austria
P74,29440,,,,AC,,,,,,,,,,2030,40,,,3,,1,,,,,,TYNDP,47,,Memmingen,,Leupolz,,,,Bestand,,,*,380,Zubeseilung,Leitung,,3,,,,,,2030,1: Vorbereitung Planungs- und Genehmigungsverfahren,,M96,,between Bavarian Swabia and Austria
P74,29441,,10362,,AC,,,,,,,,,,2030,40,,,3,,1,,,,,,TYNDP,47,,Leupolz,,Punkt Bundesgrenze (AT),,,9.8138546 47.1444672,Bestand,,,*,380,Umbeseilung,Leitung,,3,,,,,,2030,1: Vorbereitung Planungs- und Genehmigungsverfahren,AMP,M96,,between Bavarian Swabia and Austria
P84,29442,,,,AC,,,,,,,,,,2030,40,,31,,,,,,,,,BBPIG,51,Hamburg / Nord– Hamburg / Ost,Hamburg Nord,,Hamburg Ost,,,,Bestand,,,31,380,Umbeseilung,Leitung,,,HH,NV,,,,2030,1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,50HzT,M367,x,HTLS Umbeseilung
P84,29443,,,,AC,,,,,,,,,,2032,40,,28,12,,4,,,,,,BBPIG,51,Hamburg / Ost – Krümmel,Hamburg Ost,,Krümmel,,,,Bestand,,,28,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,,12,"HH, SH",NV,,,,"2030,
2032",,50HzT,M368,x,
P112,29444,,,,AC,,,,,5400,,,,,2032,40,,43,6,,2,,,,,,BBPIG,32,Pleinting - St. Peter,Pleinting,,St.Peter,,,,Bestand,,,43,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,5400,6,BY,NV,x,,,"2030,
2032",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,TTG,M201,x,Each 4000A
P112,29445,,,,AC,,,,,,,,,,2030,40,,27,6,,2,,,,,,BBPIG,32,Abzweig Pirach,St.Peter,,Pirach,,,,Bestand,,,27,380,Errichtung einer Leitung: Ersatz- neubau,Leitung,,6,BY,NV,x,,,"2028,
2030",1: Vorbereitung Pla- nungs- und Geneh- migungsverfahren,TTG,M212,x,
